HHid,Country,Region,Village,Latitude,Longitude,HHsizemembers,HHsizeMAE,HouseholdType,Head_EducationLevel,LandOwned,LandCultivated,LivestockHoldings,WorstFoodSecMonth,BestFoodSecMonth,NrofMonthsFoodInsecure,score_PPI,HFIAS_status,score_HDDSGoodSeason,HDDS_farmbasedGoodSeason,HDDS_purchasedGoodSeason,score_HDDSBadSeason,HDDS_farmbasedBadSeason,HDDS_purchasedBadSeason,total_income,offfarm_income,farm_income,valuefarmproduce,cropsales,valuecropproduce,valuecropconsumed,livestockprodsales,valuelivestockproduction,valuelivestockprodconsumed,FoodAvailability,FoodSelfSufficiency,TotalEnergyAvailable,FAEnergyBought,FAEnergyOffFarm,FAEnergyCropConsumption,FAEnergyCropSales,FAEnergyLivestockConsumption,FAEnergyLivestockSales,FAEnergyFarmBased,FAMarketOrientation,FALivestockOrientation,GHGEmissions,Gender_MaleControl,Gender_FemaleControl,Gender_MaleYouthControl,Gender_FemaleYouthControl,NFertInput,CropDiv,LivestockDiv
4099,Cambodia,OuYaDav,SoamTrork,13.52,107.43,9,7.45,together,illiterate,4,4,3.5,NA,NA,NA,41,SeverelyFI,4,2.5,1.5,NA,NA,NA,1630,0,1630,1630,1630,1630,0,0,0,0,3.452716742,0,23472000,23472000,0,0,23472000,0,0,23472000,1,0,5113.6392,0.5,0.5,NA,NA,0,6,2
4100,Cambodia,OuYaDav,SoamTrork,13.52,107.43,5,3.6,together,illiterate,1.5,1.5,1.3,NA,NA,NA,63,SeverelyFI,3,0,3,NA,NA,NA,1130,0,1130,1130,1130,1130,0,0,0,0,4.953424658,0,16272000,16272000,0,0,16272000,0,0,16272000,1,0,7936.456106,0.5,0.5,NA,NA,0,3,2
4101,Cambodia,OuYaDav,SoamTrork,13.52,107.43,7,4.9,together,illiterate,4.8,4.8,2.75,NA,NA,NA,27,ModeratelyFI,3,2,1,NA,NA,NA,2930.555556,293.0555556,2637.5,3006.730769,2637.5,2637.5,0,0,369.2307692,369.2307692,9.481641599,108.9124965,42394790,42200000,4220000,0,37980000,194790,0,38174790,0.895864798,0.004594668,20701.05272,0.741232227,0.258767773,NA,NA,0,5,3
4102,Cambodia,OuYaDav,SoamTrork,13.52,107.43,7,6.2,together,illiterate,3,3,2.4,NA,NA,NA,46,SeverelyFI,4,0.5,3.5,NA,NA,NA,1699.93,0,1699.93,1718.68,1699.93,1699.93,0,0,18.75,18.75,4.443321608,291.2505524,25138092,24478992,0,0,24478992,659100,0,25138092,0.973780826,0.026219174,6762.29376,0.99559648,0.00440352,NA,NA,0,4,1
4103,Cambodia,OuYaDav,SoamTrork,13.46,107.05,6,4.85,together,illiterate,7,7,4.55,NA,NA,NA,32,SeverelyFI,6,1,5,NA,NA,NA,4817.455,0,4817.455,4829.368462,4817.455,4817.455,0,0,11.91346154,11.91346154,15.75026623,188.3462788,69704772,69371352,0,0,69371352,333420,0,69704772,0.995216683,0.004783317,16624.04535,0.999981591,1.84E-05,NA,NA,0,5,2
4104,Cambodia,OuYaDav,SoamTrork,13.46,107.05,7,5.75,single,illiterate,1.5,1.5,0.6,NA,NA,NA,44,SeverelyFI,5,1.5,3.5,NA,NA,NA,643.75,0,643.75,643.75,643.75,643.75,0,0,0,0,1.766765932,0,9270000,9270000,0,0,9270000,0,0,9270000,1,0,2187.27984,0.5,0.5,NA,NA,0,6,1
4105,Cambodia,OuYaDav,SoamTrork,13.52,107.43,4,3.35,together,literate,11,11,6.6,NA,NA,NA,69,SeverelyFI,3,2.5,0.5,NA,NA,NA,7259.429861,1451.885972,5807.543889,7071.601581,5791.655,7016.655,1225,15.88888889,54.9465812,39.05769231,40.37296258,15440.04089,123415100,104535790,20907158,17640000,83399832,1239310,228800,102507942,0.677620745,0.011895708,19380.3846,0.937084335,0.062915665,NA,NA,0,7,4
4106,Cambodia,OuYaDav,SoamTrork,13.46,107.05,3,2.6,single,illiterate,2,2,1.8,NA,NA,NA,64,SeverelyFI,3,1.5,1.5,NA,NA,NA,699.905,0,699.905,699.905,699.905,699.905,0,0,0,0,4.248106217,0,10078632,10078632,0,0,10078632,0,0,10078632,1,0,4909.96592,1,0,NA,NA,0,5,1
4107,Cambodia,OuYaDav,Le,13.46,107.05,9,6.65,together,illiterate,10,10,16.55,NA,NA,NA,47,FoodSecure,6,3,3,NA,NA,NA,4099.955,0,4099.955,4099.955,4099.955,4099.955,0,0,0,0,9.819936471,226.2848903,59588602,59039352,0,0,59039352,549250,0,59588602,0.990782633,0.009217367,38309.89841,0.5,0.5,NA,NA,0,3,4
4108,Cambodia,OuYaDav,SoamTrork,13.52,107.43,5,4.4,together,literate,5.5,5.5,4,NA,NA,NA,55,FoodSecure,4,0.5,3.5,NA,NA,NA,2832.5,0,2832.5,2832.5,2832.5,2832.5,0,0,0,0,10.15890411,0,40788000,40788000,0,0,40788000,0,0,40788000,1,0,3597.456,1,0,NA,NA,0,5,1
4109,Cambodia,OuYaDav,SoamTrork,13.52,107.43,3,2.3,together,primary,1.3,1.3,0,NA,NA,NA,55,SeverelyFI,1,0.5,0.5,NA,NA,NA,525,0,525,525,525,525,0,0,0,0,3.602144133,0,7560000,7560000,0,0,7560000,0,0,7560000,1,0,1192,1,0,NA,NA,0,3,0
4110,Cambodia,OuYaDav,SoamTrork,13.52,107.43,5,3.3,together,illiterate,3,7,0.02,NA,NA,NA,59,MildlyFI,5,1.5,3.5,NA,NA,NA,3250,650,2600,3194.814815,2600,2600,0,0,594.8148148,594.8148148,15.6064528,161.8356164,46994931,46800000,9360000,0,37440000,194931,0,37634931,0.796681668,0.004147915,4938.20159,0.999912435,8.76E-05,NA,NA,0,8,1
4111,Cambodia,OuYaDav,SoamTrork,13.46,107.05,6,4.55,together,literate,5.5,3.5,2.91,NA,NA,NA,52,FoodSecure,3,2,1,NA,NA,NA,1542.617778,771.3088889,771.3088889,775.5396581,761.42,761.42,0,9.888888889,14.11965812,4.230769231,5.351834051,3.883787445,22220146,22213696,11106848,0,10964448,6450,142400,11113298,0.499854861,0.006698876,6907.218632,0.5,0.5,NA,NA,0,7,4
4112,Cambodia,OuYaDav,SoamTrork,13.52,107.43,7,5.9,together,primary,0,5.5,6.16,NA,NA,NA,48,FoodSecure,4,1,3,NA,NA,NA,1423.777778,0,1423.777778,1423.777778,1400,1400,0,23.77777778,23.77777778,0,3.808200604,0,20502400,20502400,0,0,20160000,0,342400,20502400,1,0.016700484,28902.09146,1,0,NA,NA,0,6,3
4113,Cambodia,OuYaDav,SoamTrork,13.52,107.43,8,6.6,together,illiterate,0,4.3,1.92,NA,NA,NA,40,SeverelyFI,3,0.5,2.5,NA,NA,NA,2953,0,2953,2953,2953,2953,0,0,0,0,7.060722291,0,42523200,42523200,0,0,42523200,0,0,42523200,1,0,12476.83173,0.5,0.5,NA,NA,0,5,3
4114,Cambodia,OuYaDav,SoamTrork,13.52,107.43,4,2.8,together,illiterate,4,3.9,1,NA,NA,NA,45,FoodSecure,5,1,4,NA,NA,NA,2227.777778,1113.888889,1113.888889,1713.888889,1104,1704,600,9.888888889,9.888888889,0,15.93737769,8454.011742,40720000,32080000,16040000,8640000,15897600,0,142400,24680000,0.393909627,0.003497053,6998.103271,0.823943662,0.176056338,NA,NA,0,2,2
4115,Cambodia,OuYaDav,SoamTrork,13.46,107.05,5,3.3,together,illiterate,4,3.5,0,NA,NA,NA,40,MildlyFI,5,0,5,NA,NA,NA,2756.25,551.25,2205,2205,2205,2205,0,0,0,0,13.18057285,0,39690000,39690000,7938000,0,31752000,0,0,31752000,0.8,0,5006.4,0.5,0.5,NA,NA,0,6,0
4116,Cambodia,OuYaDav,SoamTrork,13.52,107.43,4,2.3,together,literate,6.52,6.5,1.8,NA,NA,NA,65,MildlyFI,7,0,7,NA,NA,NA,5670.347222,1134.069444,4536.277778,4548.970085,4512.5,4512.5,0,23.77777778,36.47008547,12.69230769,38.91475878,23.04943419,81672350,81653000,16330600,0,64980000,19350,342400,65341750,0.799810462,0.004429284,11648.89453,0.5,0.5,NA,NA,0,5,2
4117,Cambodia,OuYaDav,SoamTrork,13.46,107.05,3,2.3,together,secondary,2.02,2,0.8,NA,NA,NA,63,MildlyFI,6,0.5,5.5,NA,NA,NA,2030.555556,406.1111111,1624.444444,1628.675214,1575,1575,0,49.44444444,53.67521368,4.230769231,13.9351757,7.683144729,29246450,29240000,5848000,0,22680000,6450,712000,23398450,0.799823568,0.024565375,5469.353897,0.5,0.5,NA,NA,0,3,2
4118,Cambodia,OuYaDav,Le,13.52,107.43,8,6.55,together,illiterate,0.8,5,0,NA,NA,NA,40,SeverelyFI,5,0,5,NA,NA,NA,5205,0,5205,5205,5205,5205,0,0,0,0,12.54033253,0,74952000,74952000,0,0,74952000,0,0,74952000,1,0,8854.176,0.636887608,0.363112392,NA,NA,0,4,0
4119,Cambodia,OuYaDav,SoamTrork,13.52,107.43,3,2.3,together,illiterate,1,1,0.02,NA,NA,NA,63,FoodSecure,5,0,5,NA,NA,NA,749.91,0,749.91,749.91,749.91,749.91,0,0,0,0,5.14530268,0,10798704,10798704,0,0,10798704,0,0,10798704,1,0,1752.287422,0.5,0.5,NA,NA,0,1,1
4120,Cambodia,OuYaDav,Le,13.46,107.05,3,2.3,together,primary,0,5,0.3,NA,NA,NA,55,FoodSecure,4,0,4,NA,NA,NA,2085.9375,417.1875,1668.75,1668.75,1668.75,1668.75,0,0,0,0,14.31209053,0,30037500,30037500,6007500,0,24030000,0,0,24030000,0.8,0,4216.67992,1,0,NA,NA,0,5,1
4121,Cambodia,OuYaDav,SoamTrork,13.52,107.43,5,3.9,together,illiterate,7.5,7,0.35,NA,NA,NA,52,MildlyFI,7,0,7,NA,NA,NA,4735.25,0,4735.25,4752.173077,4721.25,4721.25,0,14,30.92307692,16.92307692,19.16779768,18.12434141,68213400,68187600,0,0,67986000,25800,201600,68213400,0.999621775,0.003333656,7619.135994,0.5,0.5,NA,NA,0,4,2
4122,Cambodia,OuYaDav,SoamTrork,13.46,107.05,5,3.55,together,illiterate,8,8,3.75,NA,NA,NA,67,MildlyFI,2,1,1,NA,NA,NA,3378.5,0,3378.5,4841.038462,3372.5,3372.5,0,6,1468.538462,1462.538462,15.25221069,584.395138,49407630,48650400,0,0,48564000,757230,86400,49407630,0.984673825,0.017074893,21572.85071,0.5,0.5,NA,NA,0,10,4
4123,Cambodia,OuYaDav,SoamTrork,13.52,107.43,4,2.8,together,illiterate,10,10,2.7,NA,NA,NA,55,MildlyFI,3,1.5,1.5,NA,NA,NA,5002547.389,0,5002547.389,5002549.927,5002537.5,5002537.5,0,9.888888889,12.42735043,2.538461538,28194.39776,3.786692759,72036686270,72036682400,0,0,72036540000,3870,142400,72036686270,0.999999946,2.03E-06,11350350.57,0.5,0.5,NA,NA,0,6,3
4124,Cambodia,OuYaDav,SoamTrork,13.52,107.43,6,4.1,together,illiterate,5,5,1.67,NA,NA,NA,46,MildlyFI,2,1,1,NA,NA,NA,3314,0,3314,3681.538462,3314,3314,0,0,367.5384615,367.5384615,12.80689876,128.4396926,47913810,47721600,0,0,47721600,192210,0,47913810,0.995988422,0.004011578,5325.528856,0.5,0.5,NA,NA,0,7,3
4125,Cambodia,OuYaDav,SoamTrork,13.52,107.43,5,3.8,together,illiterate,8.5,8.5,0.42,NA,NA,NA,56,MildlyFI,3,1.5,1.5,NA,NA,NA,4961.183333,0,4961.183333,8302.795869,4885.85,4885.85,0,75.33333333,3416.945869,3341.612536,20.93195126,822.2790195,72581541,71441040,0,0,70356240,1140501,1084800,72581541,0.984286625,0.030659324,8420.787445,0.5,0.5,NA,NA,0,7,3
4126,Cambodia,OuYaDav,SoamTrork,13.46,107.05,3,2.3,together,secondary,1.5,1.5,1,NA,NA,NA,72,MildlyFI,3,2.5,0.5,NA,NA,NA,366.4861111,73.29722222,293.1888889,1274.035043,279.3,529.3,250,13.88888889,744.7350427,730.8461538,4.409944014,4738.499107,9255370,5277400,1055480,3600000,4021920,377970,2.00E+05,8199890,0.456158965,0.06244699,3097.028629,0.749576481,0.250423519,NA,NA,0,5,2
4127,Cambodia,OuYaDav,SoamTrork,13.52,107.43,7,5.4,together,illiterate,2,2,1.3,NA,NA,NA,28,SeverelyFI,1,0.5,0.5,NA,NA,NA,750,0,750,1000,750,1000,250,0,0,0,2.922374429,1826.484018,14400000,10800000,0,3600000,10800000,0,0,14400000,0.75,0,1079.94384,0.5,0.5,NA,NA,0,4,2
4128,Cambodia,OuYaDav,SoamTrork,13.52,107.43,8,5.85,together,illiterate,4,4,4.4,NA,NA,NA,44,ModeratelyFI,5,0,5,NA,NA,NA,909604,0,909604,909604,909604,909604,0,0,0,0,2453.72628,0,13098297600,13098297600,0,0,13098297600,0,0,13098297600,1,0,191540.2873,0.5,0.5,NA,NA,0,5,2
4129,Cambodia,OuYaDav,SoamTrork,13.46,107.05,4,2.8,together,literate,2,2,0,NA,NA,NA,38,MildlyFI,5,0,5,NA,NA,NA,1200.15,0,1200.15,1200.15,1200.15,1200.15,0,0,0,0,6.764054795,0,17282160,17282160,0,0,17282160,0,0,17282160,1,0,2724.912,0.5,0.5,NA,NA,0,4,0
4130,Cambodia,OuYaDav,SoamTrork,13.46,107.05,4,2.8,together,literate,4,4,0.32,NA,NA,NA,61,ModeratelyFI,6,0.5,5.5,NA,NA,NA,2138.888889,213.8888889,1925,2300,1925,2300,375,0,0,0,14.16829746,5283.757339,36200000,30800000,3080000,5400000,27720000,0,0,33120000,0.765745856,0,3323.101459,0.5,0.5,NA,NA,0,4,2
4131,Cambodia,OuYaDav,SoamTrork,13.52,107.43,2,1.6,together,illiterate,2,2,3.1,NA,NA,NA,58,ModeratelyFI,5,0.5,4.5,NA,NA,NA,762.5,0,762.5,887.5,762.5,887.5,125,0,0,0,8.753424658,3082.191781,12780000,10980000,0,1800000,10980000,0,0,12780000,0.85915493,0,6053.37184,0.070422535,0.929577465,NA,NA,0,4,2
4132,Cambodia,OuYaDav,SoamTrork,13.46,107.05,8,5.3,together,illiterate,2.8,2.8,5.37,NA,NA,NA,35,ModeratelyFI,9,3,6,NA,NA,NA,861.7777778,0,861.7777778,26508.76068,840,1340,500,21.77777778,25168.76068,25146.98291,6.00268183,8591.817007,29030470,12409600,0,7200000,12096000,9420870,313600,29030470,0.427468105,0.335319063,20311.97832,0.387524186,0.612475814,NA,NA,0,4,5
4133,Cambodia,OuYaDav,SoamTrork,13.46,107.05,7,4.85,together,illiterate,2,2,0,NA,NA,NA,33,ModeratelyFI,3,0.5,2.5,NA,NA,NA,315,0,315,390,315,390,75,0,0,0,1.268973309,610.0833216,5616000,4536000,0,1080000,4536000,0,0,5616000,0.807692308,0,750.96,0.903846154,0.096153846,NA,NA,0,5,0
4134,Cambodia,OuYaDav,Le,13.46,107.05,14,8.1,together,literate,9.5,9.5,0.6,NA,NA,NA,51,FoodSecure,5,1,4,NA,NA,NA,7500,750,6750,6762.5,6750,6762.5,12.5,0,0,0,14.63622527,60.88280061,108180000,1.08E+08,10800000,180000,97200000,0,0,97380000,0.898502496,0,13709.98624,0.5,0.5,NA,NA,0,5,1
4135,Cambodia,OuYaDav,KaTe,13.46,107.05,8,5.95,single,literate,14.3,14.3,12.17,NA,NA,NA,53,MildlyFI,5,2,3,NA,NA,NA,2029.858889,0,2029.858889,2047.695427,1979.97,1979.97,0,49.88888889,67.72542735,17.83653846,5.54790708,410.5905376,30121668,29229968,0,0,28511568,891700,718400,30121668,0.970396726,0.053453215,29558.33557,0.5,0.5,NA,NA,0,8,5
4136,Cambodia,OuYaDav,KaTe,13.46,107.05,5,4.4,together,illiterate,5,5,3.19,NA,NA,NA,55,MildlyFI,3,1,2,NA,NA,NA,840,0,840,850.1538462,840,840,0,0,10.15384615,10.15384615,3.016557908,9.638854296,12111480,12096000,0,0,12096000,15480,0,12111480,0.998721874,0.001278126,2378.728906,0.5,0.5,NA,NA,0,8,2
4137,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,9,7.95,single,secondary,3.5,3.5,1.88,NA,NA,NA,50,SeverelyFI,4,1.5,2.5,NA,NA,NA,1659.915,0,1659.915,1681.203462,1659.915,1659.915,0,0,21.28846154,21.28846154,3.38633528,228.4724735,24565746,23902776,0,0,23902776,662970,0,24565746,0.973012421,0.026987579,6331.496407,0.801162458,0.198837542,NA,NA,0,9,2
4138,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,7,5.6,together,literate,2.3,2.3,0.9,NA,NA,NA,47,SeverelyFI,3,0,3,NA,NA,NA,840,0,840,840,840,840,0,0,0,0,2.367123288,0,12096000,12096000,0,0,12096000,0,0,12096000,1,0,3966.726771,0,1,NA,NA,0,6,2
4139,Cambodia,OuYaDav,Le,13.52,107.43,3,2.3,together,primary,10,8,0.33,NA,NA,NA,54,ModeratelyFI,3,1,2,NA,NA,NA,3360,0,3360,4860,3360,4860,1500,0,0,0,33.34556284,25729.60095,69984000,48384000,0,21600000,48384000,0,0,69984000,0.691358025,0,9823.955749,0.5,0.5,NA,NA,0,7,2
4140,Cambodia,OuYaDav,KaTe,13.46,107.05,33,31.8,together,literate,2,2,0.6,NA,NA,NA,48,ModeratelyFI,3,1.5,1.5,NA,NA,NA,801.5625,160.3125,641.25,697.5,641.25,641.25,0,0,56.25,56.25,0.465918842,170.3540967,13519800,11542500,2308500,0,9234000,1977300,0,11211300,0.682998269,0.146252163,2930.49184,0.5,0.5,NA,NA,0,4,1
4141,Cambodia,OuYaDav,SoamTrork,13.46,107.05,5,3.8,together,illiterate,4,4,4.47,NA,NA,NA,47,MildlyFI,5,0,5,NA,NA,NA,2340,0,2340,2340.846154,2340,2340,0,0,0.846153846,0.846153846,9.718036049,0.930064888,33697290,33696000,0,0,33696000,1290,0,33697290,0.999961718,3.83E-05,17041.97507,0.5,0.5,NA,NA,0,5,4
4142,Cambodia,OuYaDav,Le,13.46,107.05,8,5.3,together,illiterate,4,2,0.01,NA,NA,NA,24,MildlyFI,4,0,4,NA,NA,NA,575,0,575,575,575,575,0,0,0,0,1.712070302,0,8280000,8280000,0,0,8280000,0,0,8280000,1,0,1226.353311,0.5,0.5,NA,NA,0,4,1
4143,Cambodia,OuYaDav,Le,13.52,107.43,4,2.8,together,primary,6.5,6.5,0,NA,NA,NA,72,MildlyFI,6,0,6,NA,NA,NA,4625,925,3700,3740,3700,3740,40,0,0,0,26.2,333.6594912,66941000,66600000,13320000,341000,53280000,0,0,53621000,0.79592477,0,5256.72,0.003179724,0.996820276,NA,NA,0,7,0
4144,Cambodia,OuYaDav,KaTe,13.52,107.43,7,5.1,together,illiterate,3,3,0.97,NA,NA,NA,46,ModeratelyFI,7,1.5,5.5,NA,NA,NA,2300,0,2300,3174.375,2300,2800,500,0,374.375,374.375,8.775265109,4146.059629,40837890,33120000,0,7200000,33120000,517890,0,40837890,0.811011539,0.012681605,5262.307148,0.5,0.5,NA,NA,0,5,2
4145,Cambodia,OuYaDav,Le,13.52,107.43,4,3.1,together,secondary,4.54,4.5,0,NA,NA,NA,44,MildlyFI,5,0,5,NA,NA,NA,4312.5,0,4312.5,4312.5,4312.5,4312.5,0,0,0,0,21.95315952,0,62100000,62100000,0,0,62100000,0,0,62100000,1,0,8630.08,0.5,0.5,NA,NA,0,4,0
4146,Cambodia,OuYaDav,KaTe,13.46,107.05,4,2.8,together,literate,4,4,0,NA,NA,NA,58,ModeratelyFI,4,2,2,NA,NA,NA,1799,0,1799,1799,1799,1799,0,0,0,0,10.13917808,0,25905600,25905600,0,0,25905600,0,0,25905600,1,0,3642.752,0.5,0.5,NA,NA,0,4,0
4147,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,8,6.65,together,illiterate,2,2,1.3,NA,NA,NA,40,SeverelyFI,5,0,5,NA,NA,NA,271,0,271,271,271,271,0,0,0,0,0.643098156,0,3902400,3902400,0,0,3902400,0,0,3902400,1,0,718.15992,0.5,0.5,NA,NA,0,2,2
4148,Cambodia,OuYaDav,KaTe,13.46,107.05,5,3.6,together,illiterate,4,4,4.76,NA,NA,NA,60,MildlyFI,5,0,5,NA,NA,NA,2752.777778,275.2777778,2477.5,2488.567308,2477.5,2477.5,0,0,11.06730769,11.06730769,12.1680761,252.7625571,39972130,39640000,3964000,0,35676000,332130,0,36008130,0.892521865,0.008309039,10474.42315,0.5,0.5,NA,NA,0,5,3
4149,Cambodia,OuYaDav,KaTe,13.52,107.43,2,1.8,together,illiterate,11.89,11.5,24,NA,NA,NA,75,FoodSecure,7,1.5,5.5,NA,NA,NA,10272.38889,0,10272.38889,10281.76389,10262.5,10262.5,0,9.888888889,19.26388889,9.375,90.5943379,1337.595129,148801200,147922400,0,0,147780000,878800,142400,148801200,0.994094134,0.006862848,32395.70876,0.5,0.5,NA,NA,0,8,3
4150,Cambodia,OuYaDav,KaTe,13.46,107.05,7,5.4,together,illiterate,5.5,5.5,3.14,NA,NA,NA,32,MildlyFI,6,1,5,NA,NA,NA,0,0,0,5000.538462,0,4998,4998,0,2.538461538,2.538461538,15.45689904,38642.24759,76163870,0,0,76160000,0,3870,0,76163870,0,5.08E-05,11695.28235,0.499974594,0.500025406,NA,NA,0,6,2
4151,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,5,3.3,together,illiterate,2.03,2.03,0.05,NA,NA,NA,37,SeverelyFI,3,1,2,NA,NA,NA,1320,264,1056,1058.538462,1050,1050,0,6,8.538461538,2.538461538,6.313613948,3.212951432,19011870,19008000,3801600,0,15120000,3870,86400,15210270,0.799837154,0.004748086,2508.086554,0.500127217,0.499872783,NA,NA,0,4,1
4152,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,4,2.8,together,literate,3,3,0.6,NA,NA,NA,38,ModeratelyFI,4,0.5,3.5,NA,NA,NA,2100,0,2100,2600,2100,2600,500,0,0,0,14.65362035,7045.009785,37440000,30240000,0,7200000,30240000,0,0,37440000,0.807692308,0,6504.34624,0.5,0.5,NA,NA,0,2,1
4153,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,5,4.1,together,illiterate,2,2,0.05,NA,NA,NA,53,SeverelyFI,2,1,1,NA,NA,NA,2094.375,418.875,1675.5,2041.346154,1669.5,1669.5,0,6,371.8461538,365.8461538,8.111895757,126.7156699,30348630,30159000,6031800,0,24040800,189630,86400,24316830,0.79500129,0.009095303,3914.646554,0.994324301,0.005675699,NA,NA,0,1,1
4154,Cambodia,OuYaDav,SoamTrork,13.52,107.43,2,1.3,single,literate,1,1,0,NA,NA,NA,65,SeverelyFI,1,0.5,0.5,NA,NA,NA,1025,0,1025,1025,1025,1025,0,0,0,0,12.44257113,0,14760000,14760000,0,0,14760000,0,0,14760000,1,0,1287.36,0,1,NA,NA,0,3,0
4155,Cambodia,OuYaDav,SoamTrork,13.46,107.05,4,2.8,together,illiterate,1.5,1.5,0,NA,NA,NA,39,SeverelyFI,5,1,4,NA,NA,NA,420,0,420,420,420,420,0,0,0,0,2.367123288,0,6048000,6048000,0,0,6048000,0,0,6048000,1,0,953.6,0.5,0.5,NA,NA,0,2,0
4156,Cambodia,OuYaDav,Le,13.46,107.05,9,7.4,together,literate,3,3,0,NA,NA,NA,34,SeverelyFI,1,0.5,0.5,NA,NA,NA,945,0,945,945,945,945,0,0,0,0,2.01525361,0,13608000,13608000,0,0,13608000,0,0,13608000,1,0,2145.6,0.5,0.5,NA,NA,0,3,0
4157,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,3,2.25,together,illiterate,1.9,1.9,0.6,NA,NA,NA,67,MildlyFI,6,0,6,NA,NA,NA,812.2222222,162.4444444,649.7777778,649.7777778,630,630,0,19.77777778,19.77777778,0,5.696681887,0,11696000,11696000,2339200,0,9072000,0,284800,9356800,0.8,0.024350205,2827.40768,0.5,0.5,NA,NA,0,4,1
4158,Cambodia,OuYaDav,Le,13.46,107.05,5,3.9,together,illiterate,3.5,3.5,0,NA,NA,NA,44,MildlyFI,6,3,3,NA,NA,NA,1688.888889,168.8888889,1520,1520,1520,1520,0,0,0,0,6.833860204,0,24320000,24320000,2432000,0,21888000,0,0,21888000,0.9,0,3347.136,0.5,0.5,NA,NA,0,2,0
4159,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,6,4.85,together,primary,4.62,4.5,4.64,NA,NA,NA,51,MildlyFI,7,0,7,NA,NA,NA,2790.050347,558.0100694,2232.040278,2245.646047,2212.2625,2212.2625,0,19.77777778,33.38354701,13.60576923,9.154125124,189.8037,40512725,40176725,8035345,0,31856580,336000,284800,32477380,0.793365048,0.01532358,26531.40237,0.5,0.5,NA,NA,0,6,3
4160,Cambodia,OuYaDav,SoamKuol,13.52,107.43,6,4.6,together,illiterate,3,3,1.85,NA,NA,NA,36,ModeratelyFI,3,0.5,2.5,NA,NA,NA,525,0,525,1026.692308,525,1025,500,0,1.692307692,1.692307692,3.516993448,4289.803454,14762580,7560000,0,7200000,7560000,2580,0,14762580,0.512105608,0.000174766,5516.019369,0.5,0.5,NA,NA,0,6,2
4161,Cambodia,OuYaDav,SoamKuol,13.52,107.43,3,2.3,together,primary,2,2,0.45,NA,NA,NA,75,MildlyFI,3,0,3,NA,NA,NA,1575,315,1260,1264.230769,1260,1260,0,0,4.230769231,4.230769231,10.80950566,7.683144729,22686450,22680000,4536000,0,18144000,6450,0,18150450,0.799772551,0.000284311,3931.563503,0.5,0.5,NA,NA,0,3,2
4162,Cambodia,OuYaDav,Le,13.52,107.43,2,1,together,literate,8.5,8.5,1.46,NA,NA,NA,67,SeverelyFI,3,0.5,2.5,NA,NA,NA,6190,0,6190,6451.913462,6190,6440,250,0,11.91346154,11.91346154,101.9938849,10776.49315,93069420,89136000,0,3600000,89136000,333420,0,93069420,0.957736709,0.003582487,16058.18289,0.5,0.5,NA,NA,0,7,2
4163,Cambodia,OuYaDav,SoamTrork,13.52,107.43,8,4.8,together,illiterate,4,2.5,0.3,NA,NA,NA,50,FoodSecure,8,2.5,5.5,NA,NA,NA,525,262.5,262.5,262.5,262.5,262.5,0,0,0,0,1.726027397,0,7560000,7560000,3780000,0,3780000,0,0,3780000,0.5,0,1092.62672,1,0,NA,NA,0,5,1
4164,Cambodia,OuYaDav,Le,13.52,107.43,8,5.85,together,illiterate,10,10,8,NA,NA,NA,50,SeverelyFI,5,2,3,NA,NA,NA,6116.666667,611.6666667,5505,5505,5505,5505,0,0,0,0,16.60306756,257.2298326,88629250,88080000,8808000,0,79272000,549250,0,79821250,0.894422552,0.006197164,58763.8007,0.5,0.5,NA,NA,0,8,2
4165,Cambodia,OuYaDav,Le,13.52,107.43,6,4.35,together,illiterate,2,2,0,NA,NA,NA,16,FoodSecure,1,0,1,NA,NA,NA,1968.75,393.75,1575,1575,1575,1575,0,0,0,0,7.142182333,0,28350000,28350000,5670000,0,22680000,0,0,22680000,0.8,0,3576,0.5,0.5,NA,NA,0,2,0
4166,Cambodia,OuYaDav,Le,13.46,107.05,6,4.35,together,literate,15,15,15.85,NA,NA,NA,50,MildlyFI,4,0,4,NA,NA,NA,2265.625,453.125,1812.5,1814.192308,1812.5,1812.5,0,0,1.692307692,1.692307692,8.219828059,1.624940954,32627580,32625000,6525000,0,26100000,2580,0,26102580,0.799936741,7.91E-05,22868.20489,0.5,0.5,NA,NA,0,4,4
4167,Cambodia,OuYaDav,Le,13.46,107.05,4,2.8,together,secondary,3.5,1.5,0,NA,NA,NA,42,MildlyFI,8,0,8,NA,NA,NA,5749.6,5174.64,574.96,574.96,574.96,574.96,0,0,0,0,32.40479061,0,82794240,82794240,74514816,0,8279424,0,0,8279424,0.1,0,317.5488,0.826144427,0.173855573,NA,NA,0,2,0
